"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","99630602141.0767","104074900846.238","100508551506.159","94486228872.0541","95864827153.9492","102185275838.791","102975384738.212","109307736623.143","107858026175.774","117967211139.584","121878689722.317","110692675215.391","109260826393.236","90008000195.1598","102430196009.39","116069287238.182","120721188061.115","125750243176.902","127879188080.348","148697438760.151","140642936335.261","148945315586.609","162156744243.469","185597434868.472","211180138385.112","236292260540.989","282932248558.513","342986078190.598","361197901240.186","393707678657.373","446340115354.784","482818963439.017","530529247037.267","568626495161.79","559023140532.139","541567218863.134","576921494279.226","",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","90098330.6654471","104888628.171944","124941925.010473","165930611.729019","193983720.461869","246387479.177159","272493879.020643","303496276.263782","436918176.733781","503180669.994587","534701915.617354","511658690.561043","522090331.478107","524034109.856605","502617355.407073","529078995.563876","779365167.602424","1052843347.63948","1161757671.01756","1120000916.92646","1421466239.56234","1484152022.3152","1631197909.259","1673104493.77369","1948118227.68151","2428461395.34884","2504033252.42718","2298410390.68421","2479721340.8746","2664026095.06058","2483953102.79488","2491822706.80256","2688630822.53304","3070691319.52179","3454362685.96703","3659251525.8593","4000239272.61126","4601299566.81106","5081432924.0144","4504549214.22663","5082366478.08994","5739977477.47748","5456009384.66461","6391735893.83968","6657170923.37918","6268391521.19701","6214633651.30911","","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1409873949.57983","1444327731.09244","1434156378.60082","1240672268.90756","1309747899.15966","1698319327.73109","1751470588.23529","1859465020.57613","1801344537.81513","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091913883.7091","15794972847.1683","15656327859.5696","16330814179.9766","15749753804.8344","16536535647.0834","18881765437.2151","20662525941.2986","24405791044.7761","28279814924.5918","32350248410.8216","40713812309.7316","42066217871.5349","56725749222.0435","65292753005.7475","68434409314.841","74317806538.3789","79356449840.8881","80604080688.7961","81787420023.358","87357205923.1238","",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","131804735448.066","119052918040.939","127029707565.719","136228591209.34","151561745848.205","168103885510.267","174451204431.787","185082447755.528","220771880099.081","281919965962.805","311217846803.817","336028364547.487","385201593851.741","431823247162.04","491882445896.175","611165529870.083","761407802445.302","756355010040.454","705613321111.318","684389022177.365","722589037254.566","745678958643.472","808930378610.151","841607518571.677","847266785423.911","909552360159.524","867631644166.71","904351422806.919","908081399890.396","994366841385.56","1115070387205.24","1221095142587.97","1260819527944.51","1139095887906.96","1237509875137.76","1300815506082.34","1317803624360.16","1421985989584.67","1632356750689.67","1874015918582.97","2175174340080.05","2614155371625.35","3203813772539.83","3596928920450.33","3677243982798.71","4505998019149.45","5091371380483.29","5340630487958.17","5578944490194.5","5874696383767.82","5836076343948.43","6070494234496.18","6566769729026.73","",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","301934454285.468","290766413552.424","303379316662.75","337915009600.272","368785525223.249","406156226202.427","421383114862.617","439877066986.792","464031262068.609","516241920430.125","569952183637.679","615709801583.987","691503568164.781","863211435914.856","1096406321198.14","1247791309018.02","1356934906897.76","1527355422480.74","1662562521031.13","1977370371656.26","2327907029470.21","2638465661496.82","2601417585049.75","2485474509145.13","2556349710325.44","2686539991060.65","2760971963679.2","2833184774994.73","3041158953250.38","3196170933944.92","3550832628551.82","3741561089975.63","3656716413021.64","3893206247431.46","4213689868243.43","4742618900165.18","5190456466820.59","5490280372342.92","5318253956976.26","5198294808018.45","5698535854091.12","5784431793395.43","6081745195958.51","6836258514424.15","8103346747431.68","9662643051385.03","11507662173395.2","14259835269831.5","17100851084779.1","16722041511029.9","20270721037414.6","23913709285534.6","25539643264522.2","27102381058861.4","28157054127564.6","26609729223621.2","26744811833504.6","29335406375111.4","",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579308.4138317","35699286.0142797","41859162.8167437","47039059.2188156","51938961.2207756","54878902.4219516","56698866.0226795","59260814.7837043","61444771.1045779","65966680.6663867","68738625.2274955","76482102.9082774","80915831.9240276","121181556.195965","150846210.448859","149560513.860717","147654093.836247","193307267.709292","266559337.626495","290142517.814727","431561376.476631","434188034.188034","348746822.619267","386699308.859169","333158476.24212","268626912.549917","318862888.402626","402774852.652259","470389179.678909","495404888.092424","596415104.549144","704329192.771521","831033941.093969","835592802.276831","878250450.602681","1001889856.91048","946123275.88212","997996028.645833","928458205.958432","912771290.61298","887295267.875155","825706961.238689","775780697.676625","1157832934.55127","1511236655.52047","1682350934.85132","1800105589.60349","1716262756.86956","1758534997.52271","1773199526.39088","2361613522.46014","2787951879.23236","2678475775.1495","2526009059.18717","2614566294.19462","2510312804.76737","2323419619.1784","2578265358.30386","",
"Late-demographic dividend","LTE","GDP (current US$)","NY.GDP.MKTP.CD","182862136472.06","168863871702.263","177179660284.31","192033856027.845","211855406082.179","236309963323.362","262403643112.456","265132116125.912","270751171235.54","302598747794.456","343710503077.178","382720387865.842","439210437590.526","557949669968.565","657054798441.784","721988952867.799","787748559374.73","914331998439.981","952696580119.173","1138339456751.28","1290426837548.08","1367960294200.27","1399647607104.79","1293558893843.93","1361959314270.15","1455806013318.4","1548263248577.68","1632018802896.32","1797804789735","1905096019529.37","2033209464392.41","2237861767840.11","2089328405326.53","2167690309192.49","2469365296335.97","3017392026820.81","3326670429035.29","3482630064484.45","3352828648659.22","3097647068802.59","3402238317160.29","3516362780553.88","3724683156423.33","4246875060122.87","5105490747700.09","6162354674440.65","7437355831693.93","9371248068411.09","11650660460057.1","11263773384933.2","13513695097224.6","16478344696138.7","17632208876608.1","19013992962489.8","19705443525851.6","18461166605922.7","18469567956798.5","20459702585575.7","",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7870782260.51698","8385109020.28485","10120274492.8787","11240360897.7126","10972878636.1675","11539211480.3625","12252498921.0186","14278357283.7419","18802576988.1557","22649930576.2543","26125575942.2814","30216060233.4044","39738180076.6283","47850551148.8365","37440673477.8982","37120517693.8622","43476873412.803","42848195256.2142","46417340374.5203","48516371720.8346","41516701871.248","42973365745.2891","47544459558.9514","",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1509155062.52521","1572310771.77053","1968733021.7212","2701874663.63072","3295861019.05551","3233431611.27564","3544268025.07837","3922895891.95273","4884869091.84066","5711457760.04403","6232005655.95255","5231808670.14342","4764549532.05015","4683697830.37475","4594891580.56409","4738559684.76119","6921264132.20155","8614215559.15721","9750161053.209","10391504709.2547","13229247947.8513","14321878795.0384","16065740777.9172","16486900186.5672","18325791415.4811","21588170498.0843","21776609771.987","19731912494.3617","20209122027.1171","22235929043.2559","21263514833.2412","21272418791.9463","23616328816.1114","29557325056.4334","34685281847.5292","37347394602.6614","42414308116.9239","50888134410.0739","55849686538.7432","51370543206.4462","53212476812.2957","60004630234.4135","56677961787.0717","61739352212.3049","66103853236.7572","57204400105.015","58961235412.2227","62316359824.1281","",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5788368511.12379","5970044665.64574","6525676264.21486","7174985106.63648","7533187605.09248","7937758980.30127","8350252966.19655","9546441564.34743","11748433157.0533","14373269155.7174","16922504044.804","21447021570.1028","30901399261.387","35596016664.2304","26169854045.0375","23757368290.0955","28223552824.7508","28119996053.2511","30254677296.9181","31335013751.5424","26972863393.6384","27695474684.447","30463302413.7289","",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1130457130.00739","1121486562.52512","1292281653.68246","1348827324.09861","1517496131.38322","1941246972.45874","2269233639.28065","2683254708.17411","3220920084.77746","3735117374.41125","4879018601.90911","5625533410.31176","6265844252.10105","6996034036.99892","7122539666.59972","7211264780.00828","6742367273.27418","6490571703.85015","6720492405.83611","6811227982.82193","7322677820.10108","8195033162.12038","10585624890.9277","12092222041.9168","14789661809.1834","18340447242.9971","20917444919.6394","21475520709.3922","28123640998.7253","36709860068.3445","43031577366.4251","51552075901.5183","55347998647.8196","45361678146.5247","45310877912.7215","50361201096.4366","",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037150716.33238","2025689536.60705","2379606422.29029","2657247327.3392","2798339768.79755","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","21728770055.3777","17788171722.4446","17692341358.1272","16251460689.3254","14824728528.4604","14991283215.7408","19462175321.8224","21765261041.7265","25705296183.5037","26314220188.0257","30180108561.9305","32285388165.2999","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161452678.4383","39147844526.0838","41806219378.6181","41632027599.8531","38857251336.3448","39459581217.3759","42236836820.6152","52064058833.9739","59626020162.3816","62343022650.8742","68640825480.9223","79041294874.4553","92507257783.5697","92897320375.8176","93216746661.5977","101370474295.109","98266306615.3632","106825649872.108","110081248587.369","101179808076.36","103345296966.607","109708728848.535","",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.023221","327651487.962757","402460333.237637","523552815.119127","563939670.704419","711922994.225545","735339911.935065","811250927.388998","1000535735.38751","1209898293.46372","1378130995.65913","1205166025.51592","1143229071.77943","1092551781.01486","1037314956.25083","1082851076.52158","1515209588.2378","1839095595.25655","2000674667.08261","2010116851.20284","2481316053.85316","2480497538.54794","2737067001.75938","2574440022.97964","2720297793.28662","3130270895.13587","3137848801.03606","2840182220.99117","2934578821.10938","2906009307.6651","2647883815.57966","2671401061.28804","2905973042.87947","3588988573.61595","4110348475.53594","4202979654.77789","4582988332.70606","5867916780.72817","6476490405.74191","5451653237.01028","5362649006.62252","6080344731.72088","5743029680.07195","6553372278.27934","7060236168.2367","6258178995.23123","6468252212.38938","","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752979926.41489","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980901553.51226","2598231467.43671","2988338439.31553","3408272498.11516","4401154128.12297","6054806100.8468","5439422031.39627","5811604051.96737","7015206498.21955","7284686576.2835","7985387151.61916","7983241044.20189","6512885830.43282","6795731286.20042","8128493432.07741","",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.076322","699161943.857103","739286906.851553","759345862.971331","802482182.924192","833563472.162352","900264583.688205","956436931.142347","1031669636.36116","1056391054.5386","1111859569.7715","1199507629.99179","1341590681.58511","1653062347.36254","1917508190.04689","2283049233.28758","2181844193.9254","2358930406.42896","2669755115.50569","3463565881.42486","4042139901.36698","3594868208.41885","3526198070.09621","3511573991.89742","2939485471.50097","2857889712.4808","3258288890.58567","2565634382.28689","2442507588.38496","2498059014.77295","3081479800.28769","2653141958.52585","3024459564.32157","3370842210.90955","2977040722.47057","3159901231.97468","3995028592.78722","3545776697.12109","3738704467.51878","3717515282.53319","3877673539.09084","4529575347.56805","4397254607.61164","5474030080.24451","4363934494.37405","5039293030.82367","5515884348.54904","7342923489.09616","9413002920.97008","8550363974.79243","8729936135.74487","9892702357.56691","9919780071.28764","10601690871.7611","10673516672.6664","9744243531.20119","10001193315.1966","11499803806.5729","",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47935843.7935844","57829787.2340425","109503546.099291","127154929.577465","141902097.902098","141268980.477223","168610478.359909","189535398.230089","215089005.235602","244468292.682927","284853358.561968","322326642.335766","355884383.08887","398988954.970263","450382327.952421","508223602.37893","540096397.621071","589239753.610875","624337145.284622","870179738.562091","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774351760.03287","2886170571.69634","3295011381.75405","3697351596.83753","4109424801.40835","4414055724.80263","4865546027.0157","",
"Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","32442790306.62","36096901866.437","41522062533.5076","47879003434.6911","58554375483.5778","78682336970.6008","142793531291.789","155905504430.903","193631793901.13","224470156419.224","238473206964.109","311592943284.993","402329193827.449","414910787786.108","415729635454.817","422854624573.678","428854450249.22","435949820239.536","446746690929.89","411013793549.043","408459846910.243","420714184037.591","550733429745.5","554690678046.245","603739258560.797","607974746184.785","633818630392.839","708750660248.726","802384781384.098","832732046190.845","809444137972.695","866935017167.891","967036532456.888","970621963073.461","966819765391.873","1089096682619","1271408318445.48","1530343281649.41","1791177313411.26","2123619015295.12","2647704925795.41","2368231514846.58","2767992432327.02","3282238840263.06","3575393370613.88","3553173002943.71","3569329497431.53","3148577265563.75","3156614330444.22","3276362213906.98","",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","89025974025.974","81814159292.0354","102500000000","134561403508.772","205139086956.522","263959336734.694","184609157801.418","156159198584.513","184261495828.367","195219789801.479","134550096436.744","147540738281.817","181611549975.804","221400669713.589","261253582805.945","313142768436.92","363157598226.114","500736065605.341","527813238126.278","360073909243.855","410975595310.156","500413483109.175","526502129378.284","600232874042.927","707906744574.644","756706300589.791","772106378935.377","729336319677.449","782240601984.76","877476221382.101","975387131716.089","1052696282278.87","1109989063586.62","900045350649.351","1057801295584.05","1180489601957.61","1201089987015.45","1274443084716.57","1314563967425.24","1170564619927.69","1077779580638.77","1150887823404.18","",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","106289100","108702100","107978900","110937700","115152100","124735100","126887600","131334600","137928600","143930000","150776500","152788700","152617500","164969100","173260300","185210500","190800800","183121300","179697900","194497900","204173430.050761","",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","286295306149.318","274982266523.799","286002789723.819","316399746281.336","350950225855.486","385057555533.193","398647466912.292","417675737522.361","440838621125.002","489989651700.798","542771428065.516","585569665921.148","657857874379.291","823341989788.217","1047217053581.34","1190091094877.63","1297853362291.59","1460939056064.4","1585997249879.4","1893013268452.53","2234405295846.19","2543822074491.01","2502588672427.43","2390038566623.14","2466579773933.79","2595432134801.8","2663911921698.97","2735391559610.13","2937309360998.07","3092580693971.31","3437217900036.75","3624044475845.4","3549508240131.19","3786899198821.98","4123936437714.68","4640593303914.92","5075261009883.4","5370260438764.01","5194140452504.56","5072554971853.57","5553108566242.9","5646030146984.19","5935268794847.68","6676469031926.4","7920043002501.39","9453370051094.45","11272398128749.7","13977370427814.8","16759252852645.7","16367995709950.1","19875772034538.4","23462551328988.3","25052913311422.5","26571359077279.1","27591216102256.2","26057122260763.2","26206148385109.1","28758588827404.1","",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3556581986.14319","4680078740.15748","4651453634.08521","3928975903.61446","3756208791.20879","3863743409.49033","3772851420.24763","3709637829.94866","4018365247.44444","4946292774.79046","5682719260.0763","6258600713.82627","6861222331.96317","8336478142.08872","9909548410.82744","9401731495.71661","9407168702.4313","10494632699.3859","9745251126.0109","10817712138.9451","11362272837.8818","10064515432.0265","10672471860.7184","11279509013.9119","",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494520.141999","343771964.662167","339913833.096246","359772363.262207","430096738.369216","486617332.387405","563683660.31194","538747268.333356","830710615.179954","939227993.66396","1049838492.55759","1222702356.10946","1595423285.64659","1759690811.60699","1538972158.1782","1333754034.23489","1297765448.50498","1232932008.13719","1392195933.33971","1852163474.54664","2090629722.63611","2169040741.55896","2181821902.43953","2681912030.49384","2724131545.16958","2830673388.82429","2818280876.07615","2081846482.74771","2706425298.36818","2780422212.26995","2697105694.07956","2920358586.75234","3439463140.35541","2954129565.82965","3465305993.47783","3889758023.73699","4703504466.53245","5444474268.42491","6245031690.06808","6899799785.8441","8145694631.88354","9750822511.47988","10181021770.4326","10678749467.4697","12978107560.5982","12442747897.2223","13246412031.4145","14345828992.0411","13099495529.7113","14010787737.8424","15334336143.644","",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250721821.553678","264579879.784878","295118249.324932","345602025.375393","376094108.475331","474620439.58496","527936988.791275","625573345.532174","793675169.878579","1001300838.32335","1250242107.87969","1243469360.56838","1234518125","1165771369.00625","1101828568.76804","1117835285.50512","1435079200.34957","1751247763.41948","2019474244.19359","2118574772.11136","2547163582.33149","2750041434.26295","3021910216.71827","2709178326.78271","2998570146.54095","3439931906.61479","3570271557.88471","3705372038.70537","3923637971.04652","4127313818.33836","4306192435.82207","4331870647.71535","4689832689.83269","5456583589.39342","6062780269.0583","6394851386.64345","6757119558.3992","7880509170.54476","8977149553.24447","8528202278.41067","8741059602.64901","9505636641.64581","9205742001.79879","10146688738.6529","11216758081.9535","10554669617.5194","11274020600.9269","12518134319.0893","",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8905066163.58643","6477790688.22844","6777632512.0781","10467109977.6717","10567354056.4049","11986972418.5103","14502553709.8303","20182477480.5512","31862554101.9378","36906181380.8127","49540813342.4834","59977326085.9908","59937797559.3295","60269734044.526","65446199787.8425","59687410896.5734","63256184700.2223","67068745521.3823","",
"Middle East & North Africa (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291977926203.775","298974603955.215","340938000365.743","395341663020.909","406061591751.03","412145759200.357","435878889858.878","451673606823.492","467359849131.346","453675740618.617","511776433348.428","593117335732.066","698623941564.983","811618643772.431","1003135831263.3","1235366371471.69","1195903243760.56","1383517142376.51","1568522348029.8","1728448949153.39","1623681399008.02","1598388987556.7","1444184538528.5","1459009156993.9","1440493935136.74","",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984297589.359934","1159869245.92513","1284685050.52413","1707710053.14938","2073234417.68066","2257174480.78597","2721904403.46255","3680710375.03422","4545674527.61096","4159330369.5471","4139192052.98013","4538198498.74896","4087724527.81704","4464261816.25066","4587926230.59573","4052913385.82677","4374130530.97345","4844592066.71174","",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099100","2552401933.33333","2725736633.33333","2098734600","2186505475","2896178866.66667","3020611600","3204461566.66667","3576966800","2560785660","2379018326.31579","1317611863.84977","768401634.154573","925817092.217484","1452165005.2384","1345719472.35883","1180934202.83801","1124440248.9783","1057408588.68269","1136896123.61298","1267997934.3125","1396555719.97409","1595297355.78349","1992066808.09598","2523471532.01083","3414055566.1138","4234999823.30839","5623216448.86851","4583850367.88972","7189481824.07288","10409797649.3063","12292770631.1967","12582122604.1921","12226514722.0861","11749620619.5962","11186734674.3847","11433635875.9316","",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1284000000","1239000000","1210000000","1061000000","990000000","938000000","939000000","795000000","799000000","733000000","751000000","782000000","845000000","931000000","1250000000","1593000000","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","3526287037.03704","3537099150.14164","3612171957.67196","3236430348.25871","3376172169.81132","4456240740.74074","5247193069.30693","2354117303.06158","2093571673.65612","2314159887.23319","2512079324.07706","3263761937.95748","2291175764.66004","2394823061.93212","2460670287.73707","2521738759.58885","3523842274.89662","4227273069.05991","4873242526.06404","5302532113.25156","5016469068.50898","4766928746.6914","5031510908.86055","5597367853.40358","6831808930.39816","7723846194.87446","8312078525.08582","9366742309.49331","11494837053.4061","10911698204.4676","10154238250.1818","13131168011.807","14534278439.5973","16018848993.9909","16961117243.491","14798413628.4625","10981358030.5316","12645508633.7664","",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","92609222.6912849","107726181.218408","111148585.592131","113797356.814074","151897168.106346","172767213.286362","180340653.821888","191221777.800718","210695183.760063","199643444.567844","209348253.60864","227051054.985087","265009395.147976","333731874.379077","414772351.880594","475916514.745901","524407931.940424","540635389.588669","544424605.052532","644070364.888441","709041452.217297","747994681.876205","750214410.724133","788371855.944756","726937320.846082","683193885.003101","802890746.890756","909820553.401135","957377507.47613","981529400.534862","1019600770.60339","1443688869.96039","1464392416.14671","1249944999.42056","1315932644.95246","1415296704.11812","1442598431.0096","1401946853.20672","1375115534.0733","1405662878.85296","1293654175.2102","1295539448.36484","1324426606.62378","1563074859.52173","1833444740.37736","2184445123.17519","3040716679.07669","3356757064.45846","4031048268.43289","3662282133.18962","4337791006.84248","5166341003.05814","5231255478.38986","5724227185.17784","5391475277.24326","4844223106.95469","4739298730.42216","5024708655.99147","",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","706991274.414428","827094668.018707","1019630847.11113","1216229419.31802","1136543003.2664","1147192916.68998","1082939379.16762","1094857357.63954","1044928624.74004","1080642033.34952","1469046114.77455","1888754655.15367","2143484487.67274","2191096860.28669","2653480001.34558","2856890680.60285","3224267547.80508","3263368410.01813","3558137040.37772","4040345933.29231","4421943910.49749","4187367601.73431","4169664285.38681","4291172815.63421","4582555124.64952","4536538210.66761","4767303153.99506","5609831328.0648","6385695187.0102","6283803256.01264","7028803365.70151","8150138757.15741","9990370016.30771","9128843109.15588","10003670690.3497","11518393367.2403","11668685524.1265","12129642296.4425","12803445933.5894","11692287066.381","12232463655.5727","13266427697.2513","",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","162956740.865183","174576508.469831","183116337.673247","190816183.676326","194736105.277894","229455410.891782","260394792.104158","269814968.240817","245169806.792272","265810632.425297","290531621.264851","365386929.835119","406062874.251497","444281703.893568","548621017.593913","613220652.928919","670317634.173056","806290840.624654","949034016.830627","1058269065.98115","1237655461.1501","1237685691.94683","1180104216.01137","1223186840.31324","1208008985.42522","1131347798.26653","1183654827.79002","1183094127.76746","1379924257.21313","1590215582.53307","1880771556.30474","2203545856.66893","1799517081.56412","2070636935.58644","1181802596.03498","1397457932.30697","2281034131.36493","2663234933.89767","1750584265.28754","1775921718.10534","1743506531.32652","1716502862.2954","3495748397.63025","3208837077.25069","3476094498.87517","3655909664.1423","3998020176.67364","4432937045.79897","5321012192.33619","6191127665.1963","6959655570.89098","8004000737.30717","6028487928.83351","5518880768.57955","6047813437.31804","6373212640.84604","5433040159.88747","6303292264.18905","",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","1916241996.60264","1901868548.28172","2001502678.6881","2510126747.68065","2674441395.53116","2956356984.18921","3143538481.64119","3188945511.56409","3330393309.81315","3664575983.27453","3864170913.36731","4244340333.51899","5043268548.73032","7662996766.66803","9496074114.07918","9298800799.46702","11050125904.9418","13139397879.1695","16358376511.2263","21213672089.1976","24488033442.0506","25004557093.8761","26804401815.5348","30346788437.5135","33943505717.6993","31200161095.4491","27734562640.4277","32181695507.2234","35271880250.4964","38848567631.4235","44024178343.0071","49142784405.0044","59167157497.9385","66894448545.1226","74477975918.3051","88704944178.6284","100854996422.609","100005323301.867","72167753770.8928","79148947368.4211","93789736842.1053","92783947368.4211","100845263157.895","110202368421.053","124749736842.105","143534102611.497","162690965596.205","193547824063.3","230813597937.526","202257586267.556","255016609232.871","297951960784.314","314443149443.149","323277158906.979","338061963396.376","296636282166.176","296752886724.682","314710259510.743","",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","584477920198.99","604157219440.397","647173002027.413","683353535761.531","734790505460.858","797723909391.131","875492805408.936","926623934246.798","1013409031841.72","1097952410241.71","1163966395224.42","1267253061477.52","1395767220992.02","1560140359214.08","1709546297648.26","1863102029787.65","2084548864401.62","2298010156934.65","2575679667449.81","2875732302185.42","3136972126345.01","3517909963656.99","3659283025119.14","3979574111781.89","4397051258071.62","4712529999482.75","4968766427343.98","5302830242049.45","5761398451214.26","6224250243275.25","6575110950908.47","6786006083611.19","7133366589284.92","7457709121892.44","7888761439501.61","8270122373385.4","8731442777972.13","9264273191726.28","9724112027406.81","10340031087640.9","11030552667252.6","11361884260892.6","11739401906646.5","12407237511367.9","13302608706074.6","14267952115864.7","15176717496461.2","15948507238205.8","16273823136997.2","15795698382986.4","16611260836811.1","17336780677047.8","18026833294447.6","18633052715830.2","19326796925751.3","19777734631858.4","20240197247136.8","21138837441498.6","",
"Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2422096074.58458","2246757386.46297","2116069373.76879","2293990996.47113","1947967886.46389","1605911706.00638","1806223061.29464","2296378834.86149","2491412335.78392","2531519951.42295","2785764518.01845","2992650471.61481","3424733534.55507","3218475903.92989","3636646002.71297","3942478194.55049","3945340780.66509","4102648721.44987","3826527637.56947","3818954448.60776","3833993706.73581","3476452442.92614","3275669892.454","4811994025.98634","6480441754.90775","7121391945.38407","7835043624.09209","8740865600.24981","8486721916.9128","8876191120.76189","11282192605.0374","12409629835.6998","13016272898.9038","12717790504.5002","12786078008.2376","11650656642.2655","11281259987.2185","13253698014.7075","",
